id,carat,cut,color,clarity,depth,table,x,y,z,price
21605,0.35,Very Good,F,SI1,62.5,56.0,4.51,4.54,2.83,748
188136,0.32,Premium,H,VS1,61.0,58.0,4.44,4.46,2.71,720
149601,1.27,Ideal,J,SI1,62.8,58.0,6.91,6.86,4.33,5489
97317,0.9,Ideal,G,SI1,62.1,57.0,6.17,6.2,3.84,4072
182541,1.01,Very Good,F,VVS2,61.9,59.0,6.34,6.42,3.95,8005
29212,0.34,Ideal,E,SI1,61.9,55.0,4.49,4.52,2.79,596
97304,0.53,Ideal,D,SI2,61.2,57.0,5.21,5.23,3.2,1298
146951,1.28,Premium,H,VS2,62.7,58.0,6.93,6.88,4.33,7504
37082,1.2,Ideal,G,SI1,62.4,57.0,6.81,6.78,4.24,6492
91707,0.92,Premium,F,SI2,60.1,59.0,6.32,6.27,3.78,4013
49098,0.4,Very Good,E,VS2,62.7,55.0,4.74,4.72,2.96,818
22025,1.0,Very Good,J,VS2,63.1,59.0,6.38,6.35,4.02,3965
122301,1.28,Premium,J,VS2,62.3,60.0,6.89,6.94,4.3,4838
173698,0.33,Very Good,E,SI1,62.8,55.0,4.4,4.43,2.77,852
91537,0.43,Ideal,D,VS2,62.7,55.0,4.84,4.81,3.02,1063
45447,1.51,Very Good,H,VS2,63.2,54.0,7.28,7.23,4.59,11061
114978,0.32,Ideal,I,VS1,61.9,54.0,4.4,4.43,2.74,608
89730,0.5,Ideal,F,SI1,61.5,57.0,5.09,5.12,3.15,1389
121191,0.32,Premium,H,VS2,62.3,58.0,4.32,4.33,2.69,505
102852,0.33,Premium,G,VS2,62.3,58.0,4.41,4.43,2.76,579
81200,0.24,Ideal,D,VS1,61.6,56.0,3.97,4.0,2.45,552
82572,0.5,Very Good,I,SI1,62.0,59.0,5.03,5.12,3.15,792
12004,1.21,Very Good,I,SI2,59.2,61.0,7.01,6.96,4.15,4884
159399,0.3,Ideal,D,VS2,61.8,54.0,4.33,4.37,2.69,781
55400,2.05,Premium,I,SI2,62.8,58.0,8.14,8.09,5.07,12078
62383,0.31,Premium,H,VVS1,61.8,58.0,4.37,4.33,2.69,907
48660,2.01,Very Good,J,SI1,62.5,54.0,8.11,8.17,5.07,12681
15282,0.41,Ideal,I,SI1,62.3,57.0,4.75,4.79,2.97,692
152148,0.7,Ideal,I,VS2,61.9,57.0,5.67,5.7,3.51,2111
122164,1.7,Good,F,SI1,63.7,60.0,7.52,7.5,4.77,12992
27923,0.41,Ideal,F,VS1,61.7,55.0,4.79,4.82,2.96,1092
10228,0.41,Ideal,I,VVS2,62.1,55.0,4.78,4.79,2.97,705
19536,0.31,Very Good,F,SI1,63.1,57.0,4.34,4.3,2.73,550
183368,0.57,Very Good,G,VVS2,62.4,56.0,5.29,5.33,3.31,1956
147499,0.51,Ideal,H,VS2,61.2,54.0,5.21,5.23,3.19,1402
90987,1.5,Very Good,G,SI1,62.3,59.0,7.28,7.33,4.55,10920
22166,0.29,Very Good,E,VVS1,62.9,62.0,4.16,4.19,2.64,628
180011,0.3,Ideal,D,VS2,62.5,58.0,4.3,4.27,2.68,911
137000,0.77,Good,E,VS1,63.3,58.0,5.79,5.84,3.67,3455
102001,1.01,Premium,G,SI2,59.3,61.0,6.42,6.36,3.76,3394
34868,0.76,Ideal,E,VS2,61.9,56.0,5.89,5.85,3.63,3324
6339,0.39,Very Good,E,VVS2,61.9,59.0,4.67,4.7,2.9,948
68380,1.01,Very Good,F,VS2,62.9,57.0,6.37,6.39,4.03,6442
157060,1.52,Very Good,H,SI1,59.5,60.0,7.48,7.54,4.49,10650
21756,0.3,Ideal,D,VS2,60.2,57.0,4.37,4.34,2.61,710
21187,0.25,Very Good,D,VVS2,62.8,56.0,4.04,4.07,2.54,548
75082,0.94,Premium,G,SI2,61.7,57.0,6.35,6.31,3.91,3754
82200,0.74,Ideal,G,SI1,61.0,57.0,5.82,5.86,3.56,2732
82055,0.3,Ideal,F,VVS2,61.8,57.0,4.3,4.31,2.66,761
190119,0.76,Ideal,G,SI1,61.9,56.0,5.83,5.85,3.62,2696
132002,0.3,Very Good,G,IF,62.9,55.0,4.3,4.32,2.7,895
165104,0.37,Premium,D,VS1,60.0,60.0,4.67,4.61,2.78,1092
149816,1.52,Premium,F,SI1,62.6,58.0,7.32,7.38,4.58,10424
164983,0.76,Ideal,F,VS1,61.4,56.0,5.89,5.94,3.63,3142
132312,0.52,Ideal,D,SI2,63.0,57.0,5.09,5.12,3.23,1378
92704,2.26,Premium,J,SI2,61.7,57.0,8.45,8.41,5.2,12979
74057,1.01,Ideal,E,SI1,62.9,57.0,6.41,6.38,4.02,5645
1558,1.16,Ideal,G,SI1,62.6,55.0,6.76,6.71,4.21,6301
76767,1.2,Ideal,H,SI1,63.5,55.0,6.64,6.69,4.25,5636
146483,0.7,Very Good,G,SI1,61.8,58.0,5.61,5.66,3.48,2181
117159,0.51,Ideal,D,VS2,61.8,55.0,5.13,5.17,3.18,1771
62143,0.41,Premium,D,VVS2,61.5,59.0,4.8,4.78,2.94,1311
65874,1.0,Very Good,F,SI1,61.0,62.0,6.41,6.47,3.92,5016
97509,0.32,Premium,E,SI2,62.3,58.0,4.35,4.38,2.72,505
187511,1.01,Ideal,F,VS2,62.6,55.0,6.4,6.45,4.02,6773
113945,0.41,Ideal,D,VS2,62.3,56.0,4.73,4.75,2.95,1076
123648,0.45,Premium,H,SI1,61.0,60.0,4.91,4.88,2.99,1015
45426,2.03,Premium,H,SI2,60.3,59.0,8.26,8.23,4.95,14129
101419,0.33,Ideal,H,VS2,61.2,55.0,4.43,4.47,2.73,534
178326,0.24,Very Good,F,VVS2,61.6,58.0,3.97,4.01,2.47,504
41221,1.01,Good,E,SI2,63.9,58.0,6.31,6.35,4.04,4266
155321,0.72,Premium,F,SI1,62.0,58.0,5.74,5.7,3.55,2553
151999,1.1,Ideal,G,VS1,61.1,55.0,6.65,6.69,4.08,7636
139774,0.32,Ideal,D,SI1,61.4,56.0,4.43,4.46,2.73,756
63034,0.71,Fair,F,SI2,63.2,55.0,5.71,5.78,3.63,2134
29105,1.01,Premium,J,VS1,62.2,59.0,6.42,6.37,3.98,3864
124131,0.43,Premium,G,SI1,62.3,59.0,4.8,4.78,2.99,923
51832,0.57,Ideal,F,VS1,61.8,56.0,5.35,5.33,3.3,1978
102381,1.29,Premium,H,SI1,60.6,62.0,7.05,7.01,4.25,6153
174816,0.3,Ideal,E,VVS1,60.8,57.0,4.35,4.38,2.65,956
20003,0.71,Very Good,I,VS2,62.8,59.0,5.69,5.73,3.58,2144
124705,0.35,Premium,D,VS2,61.9,58.0,4.55,4.53,2.81,1033
21880,2.08,Premium,J,SI1,61.2,58.0,8.24,8.16,5.02,12423
28053,2.01,Good,E,SI2,62.9,64.0,8.01,7.91,4.99,15804
120396,0.3,Premium,H,VS1,61.6,60.0,4.34,4.3,2.66,675
126579,0.51,Ideal,H,VVS1,62.4,55.0,5.12,5.08,3.19,1777
192303,2.01,Ideal,J,SI1,62.1,56.0,8.06,8.07,5.02,12207
117760,0.51,Very Good,E,SI1,63.3,58.0,5.05,5.08,3.2,1624
146582,1.02,Ideal,E,SI2,62.7,57.0,6.44,6.4,4.03,5373
24305,0.93,Very Good,E,SI1,62.9,57.0,6.17,6.26,3.89,4381
87141,0.32,Ideal,G,VVS2,61.4,57.0,4.42,4.37,2.7,936
191580,0.71,Premium,F,SI1,61.4,60.0,5.77,5.74,3.53,2218
93975,0.31,Ideal,G,IF,61.7,56.0,4.35,4.39,2.69,924
18514,1.01,Premium,H,VS1,59.2,59.0,6.46,6.41,3.76,3923
174336,1.02,Good,H,SI2,63.3,60.0,6.36,6.4,4.04,4492
2324,1.01,Ideal,F,VS2,61.3,57.0,6.5,6.46,3.97,6727
109458,0.33,Ideal,E,SI1,61.7,56.0,4.4,4.43,2.72,550
84876,1.02,Ideal,D,SI1,62.2,56.0,6.5,6.46,4.02,6546
16276,1.01,Premium,D,VS2,59.5,61.0,6.39,6.47,3.83,6909
178837,1.19,Premium,G,SI2,61.9,58.0,6.82,6.74,4.2,4427
57671,0.91,Very Good,F,SI1,63.1,55.0,6.18,6.14,3.87,3827
64162,2.14,Ideal,J,SI1,62.2,55.0,8.25,8.28,5.16,14350
6305,0.7,Very Good,I,SI1,61.4,60.0,5.7,5.72,3.52,2177
88957,0.4,Ideal,F,VS1,61.4,55.0,4.79,4.73,2.92,982
5943,1.02,Ideal,G,VS2,60.9,57.0,6.52,6.56,3.97,6397
155068,0.3,Ideal,F,IF,62.8,57.0,4.3,4.28,2.69,944
143863,0.41,Premium,F,VVS2,59.8,59.0,4.88,4.85,2.92,1192
126998,2.28,Ideal,I,SI1,62.4,55.0,8.48,8.42,5.27,16224
105625,1.02,Premium,E,VS1,58.7,60.0,6.64,6.59,3.88,6091
56712,1.02,Ideal,D,SI1,61.3,56.0,6.54,6.47,3.98,5853
87014,0.42,Ideal,H,VVS2,61.8,56.0,4.81,4.79,2.96,987
73749,1.02,Very Good,D,SI2,62.8,56.0,6.41,6.37,4.01,4588
126554,0.5,Premium,E,SI1,58.6,59.0,5.25,5.23,3.05,1668
181677,0.56,Ideal,G,VS2,60.9,56.0,5.31,5.36,3.25,1698
16637,1.2,Ideal,I,VS1,59.6,56.0,6.89,6.94,4.12,5938
125502,1.5,Premium,F,SI2,62.1,60.0,7.29,7.33,4.53,8905
39533,0.37,Ideal,G,SI1,61.2,55.0,4.64,4.67,2.85,573
174850,0.3,Ideal,E,SI1,61.7,56.0,4.34,4.32,2.67,526
113657,0.3,Ideal,H,SI1,62.2,54.0,4.28,4.31,2.66,540
23789,0.43,Ideal,G,VVS1,60.9,56.0,4.87,4.9,2.98,1228
186960,1.02,Very Good,G,VS1,63.1,54.0,6.42,6.36,4.03,6504
78116,1.5,Premium,E,VS2,62.1,59.0,7.27,7.33,4.53,7728
107961,0.31,Ideal,G,SI1,61.9,56.0,4.34,4.38,2.7,593
1727,0.54,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.23,1836
13020,0.32,Ideal,E,VS1,62.0,55.0,4.39,4.41,2.73,685
133242,1.0,Premium,H,VS1,61.1,58.0,6.48,6.38,3.93,4950
75016,0.4,Ideal,H,VVS2,61.6,57.0,4.79,4.74,2.94,1125
66652,1.51,Very Good,G,VS2,63.6,57.0,7.3,7.24,4.62,11267
106752,1.01,Good,G,VVS1,63.9,57.0,6.34,6.31,4.04,7001
34614,0.74,Premium,E,VS1,60.8,60.0,5.81,5.78,3.51,3325
163914,1.3,Premium,H,SI1,60.6,60.0,7.08,7.01,4.26,7213
174613,0.73,Ideal,E,SI1,61.8,57.0,5.75,5.76,3.56,3053
90519,0.32,Ideal,F,VS1,61.9,55.0,4.4,4.43,2.73,730
136677,0.51,Good,E,SI1,63.2,56.0,5.15,5.12,3.24,1343
168171,1.09,Ideal,I,VS1,61.6,56.0,6.64,6.58,4.08,4785
121185,0.28,Very Good,F,VVS2,60.6,56.0,4.26,4.31,2.6,707
40349,0.32,Ideal,F,VVS1,61.8,56.0,4.41,4.38,2.71,1080
43699,0.5,Very Good,G,SI1,61.0,63.0,5.09,5.12,3.11,1011
117193,0.52,Ideal,G,VS1,61.3,56.0,5.16,5.17,3.16,1815
80527,0.9,Premium,E,SI2,62.0,60.0,6.12,6.06,3.77,3587
35313,0.3,Ideal,E,VS2,62.1,53.6,4.3,4.33,2.68,658
159307,0.7,Fair,F,VS2,67.5,58.0,5.6,5.52,3.73,2696
76500,0.7,Very Good,G,VS2,59.9,56.0,5.76,5.8,3.46,2657
160079,1.1,Ideal,J,SI2,62.9,55.0,6.57,6.55,4.13,4165
94011,1.56,Premium,F,SI1,60.6,60.0,7.56,7.49,4.56,11607
49734,0.9,Very Good,G,VS2,61.0,59.0,6.15,6.19,3.76,4093
48990,1.01,Premium,H,SI1,61.7,59.0,6.42,6.46,3.97,4861
17682,1.19,Ideal,D,VS1,61.8,57.0,6.82,6.78,4.2,10079
163553,1.2,Premium,E,SI1,62.0,59.0,6.77,6.74,4.19,6720
84914,0.7,Very Good,G,SI1,62.7,56.0,5.64,5.69,3.55,2106
138712,0.53,Ideal,E,VS2,60.9,56.0,5.21,5.28,3.2,1740
73930,0.23,Ideal,F,VVS1,61.5,56.0,3.93,3.97,2.42,530
19800,0.62,Ideal,D,VS2,61.2,56.0,5.5,5.59,3.38,2426
45068,0.4,Ideal,F,SI2,61.4,56.0,4.77,4.82,2.94,731
189165,1.0,Good,H,VVS1,64.2,60.0,6.26,6.29,4.02,6115
79835,0.32,Premium,F,VVS2,60.5,59.0,4.41,4.44,2.67,912
96983,1.52,Very Good,G,VS2,61.6,58.0,7.37,7.41,4.55,8537
133584,0.3,Ideal,D,SI1,61.8,57.0,4.31,4.34,2.67,565
6711,0.32,Ideal,F,SI1,61.6,56.0,4.4,4.43,2.72,660
90250,0.9,Ideal,I,SI2,61.8,55.0,6.19,6.23,3.83,3334
83299,2.05,Premium,G,SI2,61.3,56.0,8.22,8.17,5.02,12305
95194,0.72,Good,G,VS2,57.8,61.0,5.85,5.9,3.4,3253
15969,0.34,Ideal,F,VVS2,62.1,54.0,4.5,4.47,2.79,896
56543,1.06,Ideal,G,SI1,61.6,57.0,6.57,6.53,4.03,5550
184193,0.53,Ideal,E,VS2,61.6,55.0,5.19,5.21,3.2,1670
141812,1.03,Ideal,D,SI1,61.9,54.0,6.51,6.48,4.03,6389
19545,1.21,Good,E,SI2,63.3,56.0,6.72,6.77,4.27,4922
190265,1.59,Ideal,I,VS2,61.7,54.0,7.56,7.54,4.66,10051
1961,0.31,Ideal,D,VS2,61.2,56.0,4.37,4.42,2.69,734
99082,1.0,Premium,G,SI2,62.8,60.0,6.26,6.21,3.94,3818
53129,0.5,Premium,E,VS2,60.6,60.0,5.09,5.13,3.1,1636
61327,1.01,Very Good,F,SI1,62.3,59.0,6.36,6.4,3.98,5387
61525,1.01,Premium,I,SI2,62.6,59.0,6.39,6.41,4.0,4027
95895,0.55,Ideal,G,SI1,61.5,57.0,5.26,5.3,3.24,1304
85380,0.6,Premium,D,VS2,61.0,60.0,5.42,5.4,3.3,1808
116053,0.7,Ideal,I,VVS1,61.1,57.0,5.69,5.73,3.49,2536
147676,0.3,Premium,E,VS2,62.1,58.0,4.32,4.29,2.67,844
88331,0.3,Ideal,E,SI1,61.5,56.0,4.31,4.34,2.66,675
191934,0.34,Very Good,G,VS2,62.2,58.0,4.41,4.44,2.75,596
47897,1.01,Premium,H,VS2,59.6,59.0,6.58,6.56,3.92,5416
160840,0.91,Ideal,H,SI1,61.2,56.0,6.25,6.21,3.82,3710
116646,1.5,Very Good,D,SI2,59.9,55.0,7.43,7.38,4.45,8020
46584,0.57,Ideal,E,SI1,61.6,56.0,5.33,5.37,3.29,1709
180045,1.71,Ideal,F,SI1,62.0,56.0,7.67,7.64,4.74,11713
38034,0.42,Ideal,G,VS1,61.9,55.0,4.8,4.82,2.98,984
116834,0.3,Ideal,H,VS1,61.0,58.0,4.31,4.33,2.64,545
59198,0.3,Ideal,F,VS2,60.4,57.0,4.37,4.41,2.64,623
156913,0.72,Very Good,F,SI1,61.1,58.0,5.73,5.8,3.53,2283
109488,1.04,Premium,E,SI2,58.8,59.0,6.64,6.59,3.88,5018
53818,0.52,Ideal,E,SI1,61.7,57.0,5.13,5.16,3.18,1577
21168,0.35,Premium,D,VS2,60.4,60.0,4.54,4.58,2.76,657
27122,0.32,Premium,H,VS2,60.6,58.0,4.47,4.44,2.7,648
117639,0.4,Ideal,E,SI1,61.4,56.0,4.74,4.77,2.92,693
116626,0.32,Ideal,G,VS2,61.6,56.0,4.41,4.36,2.7,720
140793,1.02,Ideal,E,VS1,62.4,56.0,6.47,6.49,4.03,7588
24298,1.07,Very Good,G,SI2,63.1,59.0,6.47,6.5,4.1,3669
47195,1.25,Ideal,J,SI1,61.9,55.0,6.89,6.93,4.27,5497
152530,1.0,Ideal,E,SI2,61.0,57.0,6.43,6.37,3.9,4032
2962,0.32,Ideal,E,VS1,61.9,55.0,4.42,4.42,2.73,816
39389,0.31,Ideal,E,VS1,61.8,56.0,4.36,4.33,2.69,942
116349,1.51,Ideal,E,SI1,62.0,53.7,7.37,7.39,4.58,10754
87044,1.51,Good,G,SI1,63.9,59.0,7.16,7.22,4.61,10396
192167,0.5,Premium,E,SI2,60.0,60.0,5.11,5.08,3.06,1158
136906,0.32,Good,D,SI2,63.1,56.0,4.3,4.34,2.73,447
176117,1.01,Premium,G,SI2,61.3,59.0,6.4,6.36,3.92,4269
100237,0.58,Ideal,E,VS1,60.1,59.0,5.35,5.4,3.24,2085
56034,1.06,Premium,F,SI2,62.2,58.0,6.47,6.53,4.04,4319
80827,1.0,Ideal,F,SI1,62.7,56.0,6.37,6.41,4.0,5740
136050,1.61,Ideal,I,SI1,62.3,57.0,7.55,7.52,4.7,10305
85517,0.71,Ideal,E,VS1,61.6,56.0,5.74,5.77,3.54,3235
3209,0.51,Ideal,D,SI1,61.0,56.0,5.17,5.14,3.15,1662
191244,0.33,Very Good,D,VS2,62.0,56.0,4.38,4.43,2.73,781
24179,0.33,Premium,G,VS2,62.1,58.0,4.43,4.38,2.74,743
121601,1.01,Very Good,D,VVS2,64.0,54.0,6.34,6.31,4.05,7889
77253,0.35,Premium,D,SI1,62.5,58.0,4.52,4.48,2.81,854
51313,0.31,Ideal,D,VS2,62.1,55.0,4.34,4.32,2.69,758
2224,0.9,Good,D,SI2,63.9,56.0,6.08,6.04,3.87,3745
182596,0.35,Ideal,E,IF,61.4,56.0,4.53,4.56,2.79,1272
184641,0.33,Ideal,F,VVS2,61.8,56.0,4.45,4.48,2.76,945
83991,1.28,Ideal,G,VS1,62.3,56.0,6.98,6.91,4.33,8258
170643,0.3,Very Good,G,VVS2,62.4,59.0,4.27,4.29,2.67,684
38647,0.7,Premium,E,VS2,60.9,62.0,5.72,5.65,3.46,2870
188512,1.02,Premium,E,SI2,61.9,58.0,6.42,6.47,3.99,4520
187027,0.3,Ideal,H,VS1,62.0,54.0,4.27,4.32,2.65,524
162499,1.0,Ideal,F,SI1,62.2,61.0,6.41,6.36,3.96,4972
3457,1.01,Ideal,G,VS2,62.8,57.0,6.38,6.45,4.03,6350
130993,1.0,Ideal,E,SI2,61.0,60.0,6.45,6.48,3.94,4064
117121,2.32,Very Good,I,SI2,61.2,61.0,8.48,8.52,5.19,17448
38294,1.01,Very Good,G,SI1,63.2,58.0,6.41,6.37,4.03,4761
12447,0.37,Premium,E,VS2,62.7,58.0,4.56,4.55,2.85,1041
166270,0.41,Very Good,I,VS1,62.8,58.0,4.73,4.76,2.98,686
73565,0.9,Fair,D,SI2,64.6,58.0,6.09,6.04,3.93,3990
154056,1.51,Premium,E,SI1,62.5,58.0,7.28,7.32,4.56,10113
150081,0.71,Very Good,I,SI1,62.4,56.0,5.59,5.71,3.53,2028
91892,0.35,Ideal,G,VS2,61.1,56.0,4.57,4.6,2.8,567
49542,0.31,Ideal,E,VVS2,62.2,56.0,4.31,4.33,2.69,1046
27876,1.02,Premium,G,SI2,61.5,58.0,6.38,6.43,3.94,4189
11812,0.5,Ideal,D,SI1,62.8,57.0,5.05,5.08,3.17,1223
151384,0.57,Ideal,E,SI1,61.7,55.0,5.32,5.35,3.29,1819
94687,1.62,Good,F,SI1,60.4,65.0,7.53,7.57,4.56,13621
45425,0.31,Very Good,E,SI1,62.5,57.0,4.38,4.37,2.73,544
143693,0.3,Very Good,G,VVS2,62.4,58.0,4.24,4.27,2.65,684
60971,0.9,Ideal,E,SI1,61.5,57.0,6.16,6.21,3.8,4189
112101,1.19,Ideal,D,SI1,62.0,57.0,6.81,6.76,4.2,7359
126551,1.5,Premium,G,VS2,62.6,60.0,7.24,7.27,4.55,11621
9532,0.31,Ideal,G,IF,61.7,57.0,4.35,4.36,2.69,918
62175,2.11,Premium,H,SI2,60.0,59.0,8.33,8.29,4.99,13986
120393,1.53,Very Good,G,VS1,61.3,56.0,7.42,7.47,4.56,15072
151237,0.4,Very Good,D,VS2,60.4,60.0,4.76,4.79,2.88,879
166136,0.72,Premium,F,SI1,62.1,57.0,5.72,5.75,3.56,2312
129824,2.06,Ideal,I,SI2,62.2,57.0,8.09,8.14,5.04,11390
56298,0.32,Ideal,F,VS2,61.8,57.0,4.38,4.36,2.7,673
61271,1.01,Premium,G,VS1,61.7,58.0,6.41,6.45,3.97,7179
140993,0.5,Very Good,D,SI1,62.9,58.0,5.04,5.06,3.19,1436
65691,1.01,Ideal,G,VS2,62.0,56.0,6.45,6.39,3.98,6108
147420,0.7,Good,H,VVS1,64.0,59.0,5.63,5.58,3.6,2650
37657,2.03,Very Good,I,VS2,62.8,57.0,8.06,8.09,5.07,17224
140327,1.5,Premium,H,VS2,60.4,59.0,7.41,7.38,4.48,11189
35759,1.24,Premium,D,SI1,59.6,58.0,7.09,7.02,4.2,8529
126468,0.31,Ideal,G,VVS1,60.9,56.0,4.35,4.33,2.64,1046
121309,0.38,Ideal,E,VS1,61.8,57.0,4.62,4.67,2.86,1097
65650,1.04,Ideal,G,VS1,61.6,55.5,6.52,6.56,4.03,7272
40862,0.33,Premium,H,VS1,62.6,59.0,4.39,4.4,2.75,579
168196,0.31,Premium,G,VS1,62.0,58.0,4.31,4.36,2.69,625
66790,0.62,Premium,G,VS1,59.7,58.0,5.53,5.58,3.31,2107
105257,0.33,Ideal,D,VS2,61.0,57.0,4.47,4.49,2.74,1002
136440,0.51,Ideal,E,VVS2,61.4,57.0,5.18,5.14,3.18,2188
40209,1.5,Ideal,G,VS2,61.1,56.0,7.43,7.39,4.53,14383
142885,1.51,Very Good,F,VS2,61.6,58.0,7.35,7.44,4.55,14165
48977,0.72,Premium,F,SI2,58.2,58.0,5.98,5.93,3.46,2401
191529,0.53,Ideal,G,VS2,62.9,57.0,5.13,5.17,3.25,1442
161319,1.02,Ideal,F,SI2,61.2,58.0,6.43,6.49,3.95,4662
174278,0.7,Good,E,VS2,63.7,63.0,5.62,5.57,3.55,2401
37172,1.03,Ideal,G,SI1,62.3,59.0,6.44,6.48,4.02,5518
141323,0.32,Ideal,I,IF,61.8,54.0,4.44,4.48,2.75,715
13840,1.2,Very Good,F,SI1,61.8,57.0,6.84,6.89,4.24,6794
173778,0.95,Ideal,G,SI1,61.3,56.0,6.32,6.26,3.84,4730
96883,2.3,Premium,H,SI2,62.4,58.0,8.45,8.4,5.25,17297
155528,1.01,Ideal,D,SI1,62.6,57.0,6.37,6.41,4.0,5361
121749,0.92,Fair,H,SI1,64.4,58.0,6.16,6.13,3.93,3737
88391,0.38,Ideal,H,VVS1,61.8,55.0,4.66,4.69,2.89,761
185627,0.3,Ideal,G,VVS2,62.1,57.0,4.27,4.3,2.66,678
87181,1.2,Very Good,D,SI2,62.8,59.0,6.78,6.74,4.25,6340
79398,0.5,Ideal,G,VVS2,62.5,55.0,5.09,5.06,3.17,1935
46449,2.03,Premium,J,SI1,59.6,60.0,8.32,8.24,4.93,12342
179388,0.93,Premium,D,SI2,62.5,58.0,6.24,6.21,3.87,2936
73247,0.9,Good,F,VS2,64.0,59.0,6.08,6.04,3.88,3819
58188,0.3,Premium,I,VS1,62.0,58.0,4.3,4.28,2.66,473
50143,0.7,Ideal,F,VS2,62.9,54.0,5.63,5.68,3.56,2364
144142,0.3,Ideal,D,VS2,61.0,56.0,4.33,4.29,2.63,911
102289,0.41,Premium,D,SI1,62.8,59.0,4.78,4.72,2.98,1015
94839,0.47,Ideal,H,VVS1,61.8,57.0,4.96,4.99,3.08,1031
47308,1.0,Good,F,SI2,64.2,56.0,6.29,6.26,4.04,3570
10822,1.02,Premium,F,VVS2,61.7,58.0,6.46,6.41,3.97,9243
160761,0.33,Ideal,H,VS2,61.9,55.0,4.44,4.48,2.76,533
104614,0.32,Ideal,G,SI1,62.7,56.0,4.37,4.34,2.73,612
26288,0.54,Ideal,F,VVS2,61.0,56.0,5.26,5.3,3.22,2240
44863,2.2,Ideal,I,SI2,61.9,55.0,8.41,8.38,5.18,17955
12449,0.75,Very Good,H,SI2,62.9,55.0,5.85,5.82,3.68,2239
107217,0.71,Premium,E,VS2,62.2,59.0,5.67,5.74,3.55,3148
166987,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.46,2.75,854
98626,1.54,Ideal,F,VS2,61.6,55.0,7.47,7.43,4.59,15189
60702,1.58,Ideal,F,SI2,61.9,57.0,7.46,7.51,4.62,9556
168002,0.7,Ideal,H,VS1,62.6,57.0,5.66,5.69,3.55,2568
82873,1.61,Very Good,H,SI1,63.0,54.0,7.51,7.44,4.71,11011
50754,1.11,Premium,H,VS2,61.7,56.0,6.68,6.64,4.11,6499
14602,0.32,Premium,E,VS1,60.1,59.0,4.39,4.42,2.65,810
41654,0.31,Premium,D,SI1,60.5,59.0,4.33,4.37,2.63,732
89194,0.32,Ideal,E,VVS1,61.9,54.0,4.38,4.4,2.72,1020
178541,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.68,576
122790,0.77,Very Good,H,VS1,60.4,57.0,5.9,5.95,3.57,2959
132933,0.3,Ideal,D,VS2,61.2,57.0,4.36,4.35,2.66,606
43787,1.01,Very Good,D,SI2,62.4,57.0,6.36,6.39,3.98,3927
4614,0.3,Ideal,D,VS2,62.3,56.0,4.31,4.28,2.68,740
116838,1.02,Premium,I,SI1,62.0,59.0,6.42,6.47,4.0,4292
102488,0.51,Ideal,H,VS2,62.2,55.0,5.14,5.09,3.19,1111
23942,0.46,Very Good,E,VS2,61.0,58.0,4.95,4.99,3.05,1354
34616,0.7,Ideal,E,SI1,62.6,57.0,5.7,5.67,3.55,2725
146532,1.2,Ideal,I,SI1,62.0,55.0,6.79,6.87,4.23,5876
131297,0.31,Ideal,I,SI1,61.7,56.0,4.34,4.37,2.69,408
140750,0.75,Very Good,J,SI1,59.7,59.0,5.87,5.93,3.52,2006
98928,1.01,Good,D,SI2,64.3,58.0,6.27,6.32,4.03,4060
38655,0.71,Very Good,H,VVS1,62.1,56.0,5.68,5.73,3.54,3061
71648,0.52,Ideal,E,VS1,61.6,56.0,5.16,5.15,3.18,1776
32167,0.31,Ideal,E,VVS2,61.6,56.0,4.36,4.38,2.69,739
177065,0.34,Ideal,I,VS2,62.0,57.0,4.47,4.46,2.77,459
154131,0.53,Premium,D,VS2,60.1,59.0,5.27,5.24,3.14,1935
140174,0.55,Premium,G,SI1,62.5,58.0,5.16,5.19,3.23,1294
83278,0.34,Premium,E,VVS1,60.4,61.0,4.56,4.51,2.73,1000
91497,0.34,Ideal,D,VS2,61.2,56.0,4.52,4.48,2.75,865
173250,1.15,Very Good,G,SI1,62.1,60.0,6.72,6.68,4.17,5587
27375,0.76,Ideal,E,SI2,61.7,55.0,5.91,5.85,3.63,2694
168603,1.2,Ideal,E,VVS2,61.2,58.0,6.87,6.87,4.2,11067
50985,1.04,Good,I,SI1,63.7,56.0,6.4,6.38,4.06,4188
140987,0.32,Ideal,I,VS1,61.9,55.0,4.37,4.4,2.72,504
179508,0.5,Ideal,G,VVS2,62.0,56.0,5.08,5.13,3.17,1736
115544,0.52,Ideal,H,VS1,61.7,55.5,5.16,5.19,3.19,1790
88762,0.31,Ideal,F,VVS1,61.6,55.0,4.39,4.37,2.7,1012
65316,0.31,Ideal,D,VS2,62.6,54.0,4.34,4.36,2.72,636
115540,1.6,Premium,J,VS2,59.6,59.0,7.49,7.44,4.47,9189
13641,0.31,Ideal,F,VS2,61.2,56.0,4.38,4.4,2.69,625
170957,0.3,Ideal,E,VVS2,62.5,57.0,4.32,4.29,2.69,1013
19738,1.03,Premium,G,VS2,62.2,58.0,6.47,6.44,4.01,6215
34898,0.32,Ideal,H,IF,61.8,56.0,4.4,4.44,2.73,814
176932,0.71,Premium,F,SI2,62.1,60.0,5.72,5.7,3.54,2337
